student id,course id,total sessions,excused absense,unexcused absense,absent class period,total class periods,absenteeism rate
2100012116,100107471603,6,0,0,0,60,0.0
2100009299,100107471603,6,0,0,0,60,0.0
2200003893,100107471603,6,0,4,4,60,1.7
2100011976,100107471603,6,0,0,0,60,0.0
2100006443,100107472401,6,0,4,4,60,1.7
2100008035,100107472401,6,0,4,4,60,1.7
2100008178,100107472401,6,0,0,0,60,0.0
2100003025,100107472401,6,0,0,0,60,0.0
2100012066,100107472401,6,0,8,8,60,3.3
2100006285,100107472401,6,0,4,4,60,1.7
2100009421,100107472401,6,0,0,0,60,0.0
2100004703,100107472401,6,0,0,0,60,0.0
2100008134,100107472401,6,0,0,0,60,0.0
2100003979,100107472401,6,0,4,4,60,1.7
2100010687,100107472401,6,0,8,8,60,3.3
2100010263,100107472401,6,0,4,4,60,1.7
2100004426,100107472401,6,0,4,4,60,1.7
2100006642,100107472401,6,0,4,4,60,1.7
2100006970,100107472401,6,0,0,0,60,0.0
2100005011,100107472401,6,0,4,4,60,1.7
2100004816,100107472401,6,0,4,4,60,1.7
2100002891,100107472401,6,0,0,0,60,0.0
2100002892,100107472401,6,0,0,0,60,0.0
2100008107,100107472401,6,0,0,0,60,0.0
2100004822,100107472401,6,0,4,4,60,1.7
2100004092,100107472401,6,0,12,12,60,5.0
2100012040,100107472401,6,0,0,0,60,0.0
1900007784,100107472401,6,0,24,24,60,10.0
2100011741,100107472401,6,0,4,4,60,1.7
2200000873,100107472401,6,0,16,16,60,6.7
2100011852,100107472401,6,0,0,0,60,0.0
2100007994,100107472401,6,0,0,0,60,0.0
2100002375,100107472401,6,0,4,4,60,1.7
2100012076,100107472401,6,0,0,0,60,0.0
2100004729,100107472401,6,0,4,4,60,1.7
2100003991,100107472401,6,0,12,12,60,5.0
2100004330,100107472401,6,0,0,0,60,0.0
2100009299,100107472402,6,4,0,4,60,1.7
2100004235,100107472402,6,0,0,0,60,0.0
2100003284,100107472402,6,0,0,0,60,0.0
2100003978,100107472402,6,0,0,0,60,0.0
2100010315,100107472402,6,0,0,0,60,0.0
2100002939,100107472402,6,0,4,4,60,1.7
2100012116,100107472402,6,0,8,8,60,3.3
2100011992,100107472402,6,0,0,0,60,0.0
2200001377,100107472402,6,0,0,0,60,0.0
2100003779,100107472402,6,0,4,4,60,1.7
2100005569,100107472402,6,0,0,0,60,0.0
2100005686,100107472402,6,0,0,0,60,0.0
2100005929,100107472402,6,0,0,0,60,0.0
2100004451,100107472402,6,0,0,0,60,0.0
2100004998,100107472402,6,0,0,0,60,0.0
2100009025,100107472402,6,0,0,0,60,0.0
2100010779,100107472402,6,0,0,0,60,0.0
2100011976,100107472402,6,0,0,0,60,0.0
2100002099,100107472402,6,0,0,0,60,0.0
2100006019,100107472402,6,4,4,8,60,3.3
2100004750,100107472402,6,0,4,4,60,1.7
2100002440,100107472402,6,0,0,0,60,0.0
2100008882,100107472402,6,0,4,4,60,1.7
2100009011,100107472402,6,0,0,0,60,0.0
2100005858,100107472402,6,0,0,0,60,0.0
2100009840,100107472402,6,0,4,4,60,1.7
2100005423,100107472402,6,0,0,0,60,0.0
2100009490,100107472402,6,0,0,0,60,0.0
2100012291,100107472402,6,0,0,0,60,0.0
2100002240,100107472402,6,0,0,0,60,0.0
2100004337,100107472402,6,0,0,0,60,0.0
2100005112,100107472402,6,4,4,8,60,3.3
2100011740,100107472402,6,0,0,0,60,0.0
2100011740,100107626901,6,0,0,0,60,0.0
2100009840,100107626901,6,0,0,0,60,0.0
2100004998,100107626901,6,0,4,4,60,1.7
2100010315,100107626901,6,0,0,0,60,0.0
2100005858,100107626901,6,0,8,8,60,3.3
2100010779,100107626901,6,0,0,0,60,0.0
2100011992,100107626901,6,0,0,0,60,0.0
2100012066,100107626901,6,0,8,8,60,3.3
2100004923,100107626901,6,0,0,0,60,0.0
2100012291,100107626901,6,0,0,0,60,0.0
2100005113,100107626901,6,0,16,16,60,6.7
2000004900,100107626901,6,0,8,8,60,3.3
2100010687,100107626901,6,0,4,4,60,1.7
2100006019,100107626901,6,0,12,12,60,5.0
2000001001,100107626901,6,0,0,0,60,0.0
2100006053,100107626901,6,0,0,0,60,0.0
